Description,SampleDate,salinityLoad,phosphateLoad,particulateOrganicPhosphorusLoad,ammoniumLoad,particulateOrganicNitrogenLoad,dissolvedSilicaLoad,chlorophyllaLoad,Flow
The River Murray at Barrages,2021-06-13,592.379,13.556,107.9518,93.6585,1462.5811,2006.8756,48.9692,1105.0
The River Murray at Barrages,2021-06-14,574.661,13.7118,107.9416,96.4828,1462.4196,1988.5582,49.4238,1104.3
The River Murray at Barrages,2021-06-15,508.325,12.6615,97.8183,86.7563,1325.2699,1792.331,45.6282,1001.2
The River Murray at Barrages,2021-06-16,337.044,8.405,62.5563,49.9345,847.5225,1150.5461,30.3355,632.8
The River Murray at Barrages,2021-06-17,187.587,5.0113,35.4623,23.197,480.4669,658.7831,18.1098,335.1
The River Murray at Barrages,2021-06-18,153.498,4.064,28.2884,18.8297,383.2628,521.7745,14.7856,284.5
The River Murray at Barrages,2021-06-19,613.245,11.3637,83.8357,81.2281,1135.8448,1482.1887,40.846,844.6
The River Murray at Barrages,2021-06-20,779.309,14.5691,109.1691,120.0515,1479.0345,1887.4843,52.5034,1157.2
The River Murray at Barrages,2021-06-21,905.716,19.0721,142.729,166.5618,1933.8072,2431.3023,69.0187,1596.1
The River Murray at Barrages,2021-06-22,1095.13,25.0717,183.8738,213.7186,2491.2044,3111.9325,90.9512,2098.4
The River Murray at Barrages,2021-06-23,741.532,17.5028,118.4788,109.972,1605.1771,2048.08,63.5223,1322.4
The River Murray at Barrages,2021-06-24,392.142,10.6714,64.7577,36.6907,877.3596,1159.9232,38.7612,688.9
The River Murray at Barrages,2021-06-25,180.53,4.906,31.6511,27.4879,428.8127,542.5192,17.7317,330.1
The River Murray at Barrages,2021-06-26,877.603,14.2926,95.2858,102.7063,1290.9948,1580.3519,51.801,1068.4
The River Murray at Barrages,2021-06-27,1213.302,18.328,129.4387,174.2296,1753.6897,2058.2352,66.409,1496.1
The River Murray at Barrages,2021-06-28,1511.484,21.0086,147.8519,206.41,2003.1616,2316.224,76.1279,1720.8
The River Murray at Barrages,2021-06-29,1561.168,33.3652,216.6117,261.8637,2934.7058,3448.7436,121.2138,2658.4
The River Murray at Barrages,2021-06-30,1771.433,39.0759,240.9322,267.4432,3264.2486,3851.9598,142.1123,2995.8
The River Murray at Barrages,2021-07-01,2376.157,55.9165,321.2016,304.0148,4351.6709,5197.3971,203.6683,4340.780006
